MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2015-10-01,00:14:00,2,65,51,4,6,4,103.09,15,200044286,3
2015-10-01,00:29:00,2,53,40,4,2,7,101.89,15,200044286,3
2015-10-01,00:44:00,2,58,33,6,10,9,98.06,15,200044286,3
2015-10-01,00:59:00,2,53,33,6,7,7,98.34,15,200044286,3
2015-10-01,01:14:00,3,54,39,5,1,9,103.29,15,200044286,3
2015-10-01,01:29:00,3,35,23,4,3,5,106.30,15,200044286,3
2015-10-01,01:44:00,3,34,17,6,4,7,99.44,15,200044286,3
2015-10-01,01:59:00,3,55,36,9,4,6,100.52,15,200044286,3
2015-10-01,02:14:00,3,46,26,5,3,12,95.22,15,200044286,3
2015-10-01,02:29:00,3,39,20,6,6,7,96.96,15,200044286,3
2015-10-01,02:44:00,3,35,23,7,3,2,93.63,15,200044286,3
2015-10-01,02:59:00,3,49,36,4,1,8,95.62,15,200044286,3
2015-10-01,03:14:00,3,45,20,8,10,7,98.81,15,200044286,3
2015-10-01,03:29:00,3,35,22,3,4,6,98.89,15,200044286,3
2015-10-01,03:44:00,3,42,25,7,5,5,103.77,15,200044286,3
2015-10-01,03:59:00,3,48,26,7,7,8,98.62,15,200044286,3
2015-10-01,04:14:00,3,46,30,4,8,4,101.24,15,200044286,3
2015-10-01,04:29:00,3,58,38,3,6,11,104.15,15,200044286,3
2015-10-01,04:44:00,3,69,41,9,10,9,103.00,15,200044286,3
2015-10-01,04:59:00,3,70,40,14,5,11,103.57,15,200044286,3
2015-10-01,05:14:00,3,93,67,13,7,6,103.16,15,200044286,3
2015-10-01,05:29:00,3,114,79,13,11,11,102.60,15,200044286,3
2015-10-01,05:44:00,3,138,91,27,10,10,106.36,15,200044286,3
2015-10-01,05:59:00,3,162,101,22,17,22,104.55,15,200044286,3
2015-10-01,06:14:00,3,216,156,28,16,16,103.08,15,200044286,3
2015-10-01,06:29:00,3,334,254,40,23,17,103.18,15,200044286,3
2015-10-01,06:44:00,3,508,384,81,22,21,99.40,15,200044286,3
2015-10-01,06:59:00,3,696,541,87,47,21,96.06,15,200044286,3
2015-10-01,07:14:00,3,881,694,120,39,28,90.95,15,200044286,3
2015-10-01,07:29:00,3,929,741,126,40,22,88.41,15,200044286,3
2015-10-01,07:44:00,3,1008,833,119,33,23,80.12,15,200044286,3
2015-10-01,07:59:00,3,909,727,126,38,18,87.34,15,200044286,3
2015-10-01,08:14:00,3,731,578,94,40,19,40.04,15,200044286,3
2015-10-01,08:29:00,3,887,724,95,48,20,65.06,15,200044286,3
2015-10-01,08:44:00,3,720,562,89,41,28,53.45,15,200044286,3
2015-10-01,08:59:00,3,692,545,87,43,17,95.37,15,200044286,3
2015-10-01,09:14:00,3,791,623,104,39,25,95.67,15,200044286,3
2015-10-01,09:29:00,3,754,567,110,45,32,96.59,15,200044286,3
2015-10-01,09:44:00,3,757,568,114,57,18,98.04,15,200044286,3
2015-10-01,09:59:00,3,664,468,109,63,24,99.08,15,200044286,3
2015-10-01,10:14:00,3,564,403,101,40,20,101.99,15,200044286,3
2015-10-01,10:29:00,3,605,448,79,48,30,99.67,15,200044286,3
2015-10-01,10:44:00,3,633,458,106,48,21,101.22,15,200044286,3
2015-10-01,10:59:00,3,590,425,98,48,19,102.38,15,200044286,3
2015-10-01,11:14:00,3,552,380,103,52,17,100.70,15,200044286,3
