MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2021-04-01,00:14:59,2,,,,,,,0,200044286,14
2021-04-01,00:29:59,2,,,,,,,0,200044286,14
2021-04-01,00:44:59,2,,,,,,,0,200044286,14
2021-04-01,00:58:00,2,45,25,0,0,20,93.29,3,200044286,14
2021-04-01,01:14:00,4,27,18,1,4,3,100.61,14,200044286,14
2021-04-01,01:29:00,4,18,7,3,4,4,98.87,15,200044286,14
2021-04-01,01:44:00,4,31,20,4,4,3,99.35,15,200044286,14
2021-04-01,01:59:00,4,26,19,4,4,0,110.87,4,200044286,14
2021-04-01,02:14:00,4,32,16,5,5,6,96.29,15,200044286,14
2021-04-01,02:29:00,4,31,19,7,4,1,103.90,15,200044286,14
2021-04-01,02:44:00,4,22,10,2,4,6,93.52,15,200044286,14
2021-04-01,02:59:00,4,32,18,5,5,4,100.68,15,200044286,14
2021-04-01,03:14:00,4,21,7,2,5,7,91.67,15,200044286,14
2021-04-01,03:29:00,4,23,15,1,5,2,100.54,15,200044286,14
2021-04-01,03:44:00,4,25,17,3,1,4,95.06,15,200044286,14
2021-04-01,03:59:00,4,29,17,4,5,3,101.46,15,200044286,14
2021-04-01,04:14:00,4,30,20,2,4,4,98.38,15,200044286,14
2021-04-01,04:29:00,4,36,16,7,7,6,94.76,15,200044286,14
2021-04-01,04:44:00,4,33,20,4,3,6,97.17,15,200044286,14
2021-04-01,04:59:00,4,55,25,14,12,4,101.02,15,200044286,14
2021-04-01,05:14:00,4,88,52,7,18,11,97.76,15,200044286,14
2021-04-01,05:29:00,4,84,53,18,6,7,101.71,15,200044286,14
2021-04-01,05:44:00,4,129,87,12,11,19,100.90,15,200044286,14
2021-04-01,05:59:00,4,195,124,28,24,19,103.61,15,200044286,14
2021-04-01,06:14:00,4,183,128,18,19,18,102.98,15,200044286,14
2021-04-01,06:29:00,4,302,209,50,18,25,103.15,15,200044286,14
2021-04-01,06:44:00,4,435,301,85,34,15,102.93,15,200044286,14
2021-04-01,06:59:00,4,556,368,116,47,25,102.86,15,200044286,14
2021-04-01,07:14:00,4,651,450,141,41,19,101.46,15,200044286,14
2021-04-01,07:29:00,4,786,546,167,51,22,97.71,15,200044286,14
2021-04-01,07:44:00,4,841,553,206,55,27,95.54,15,200044286,14
2021-04-01,07:59:00,4,788,516,188,57,27,97.47,15,200044286,14
2021-04-01,08:14:00,4,697,464,148,67,18,97.95,15,200044286,14
2021-04-01,08:29:00,4,668,420,154,70,24,98.06,14,200044286,14
2021-04-01,08:44:00,4,684,451,145,70,18,98.06,15,200044286,14
2021-04-01,08:59:00,4,535,360,120,37,18,100.47,15,200044286,14
2021-04-01,09:14:00,4,504,331,100,55,18,99.58,15,200044286,14
2021-04-01,09:29:00,4,557,364,111,64,18,99.32,15,200044286,14
2021-04-01,09:44:00,4,572,373,105,78,16,99.37,15,200044286,14
2021-04-01,09:59:00,4,494,306,97,69,22,100.43,15,200044286,14
2021-04-01,10:14:00,4,507,311,102,74,20,99.55,15,200044286,14
2021-04-01,10:29:00,4,491,298,109,63,21,100.00,15,200044286,14
2021-04-01,10:44:00,4,451,284,92,57,18,98.90,15,200044286,14
2021-04-01,10:59:00,4,488,306,103,58,21,100.75,15,200044286,14
2021-04-01,11:14:00,4,481,301,100,61,19,100.11,15,200044286,14
2021-04-01,11:29:00,4,492,323,86,61,22,99.19,15,200044286,14
2021-04-01,11:44:00,4,486,308,105,52,21,100.01,15,200044286,14
2021-04-01,11:59:00,4,511,336,89,60,26,98.32,15,200044286,14
2021-04-01,12:14:00,4,487,316,106,47,18,99.87,15,200044286,14
2021-04-01,12:29:00,4,492,313,102,58,19,101.46,15,200044286,14
2021-04-01,12:44:00,4,496,322,113,39,22,100.86,15,200044286,14
2021-04-01,12:59:00,4,534,342,119,56,17,101.13,15,200044286,14
2021-04-01,13:14:00,4,518,339,112,52,15,100.15,15,200044286,14
