MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2015-04-01,01:14:00,9,37,26,3,2,6,99.42,15,200044286,1.00
2015-04-01,01:29:00,9,36,24,2,3,7,103.77,15,200044286,1.00
2015-04-01,01:44:00,9,38,25,7,1,5,101.91,15,200044286,1.00
2015-04-01,01:59:00,9,42,25,7,3,7,106.58,15,200044286,1.00
2015-04-01,02:14:00,9,39,17,4,5,13,91.87,15,200044286,1.00
2015-04-01,02:29:00,9,24,13,3,3,5,99.60,15,200044286,1.00
2015-04-01,02:44:00,9,35,22,3,3,7,97.44,15,200044286,1.00
2015-04-01,02:59:00,9,43,25,5,5,8,99.64,15,200044286,1.00
2015-04-01,03:14:00,9,42,25,5,4,8,99.23,15,200044286,1.00
2015-04-01,03:29:00,9,18,12,3,1,2,103.92,15,200044286,1.00
2015-04-01,03:44:00,9,43,23,6,6,8,99.58,15,200044286,1.00
2015-04-01,03:59:00,9,29,19,2,5,3,95.46,15,200044286,1.00
2015-04-01,04:14:00,9,44,27,4,5,8,96.91,15,200044286,1.00
2015-04-01,04:29:00,9,47,26,8,8,5,99.94,15,200044286,1.00
2015-04-01,04:44:00,9,65,44,5,12,4,103.37,15,200044286,1.00
2015-04-01,04:59:00,9,63,40,5,10,8,101.36,15,200044286,1.00
2015-04-01,05:14:00,9,64,44,8,3,9,99.00,15,200044286,1.00
2015-04-01,05:29:00,9,90,55,12,10,13,99.39,15,200044286,1.00
2015-04-01,05:44:00,9,117,81,12,10,14,100.81,15,200044286,1.00
2015-04-01,05:59:00,9,149,101,20,13,15,101.95,15,200044286,1.00
2015-04-01,06:14:00,9,185,124,24,19,18,101.12,15,200044286,1.00
2015-04-01,06:29:00,9,279,203,45,17,14,103.53,15,200044286,1.00
2015-04-01,06:44:00,9,416,304,66,30,16,102.86,15,200044286,1.00
2015-04-01,06:59:00,9,649,493,95,38,23,101.12,15,200044286,1.00
2015-04-01,07:14:00,9,807,644,107,29,27,97.00,15,200044286,1.00
2015-04-01,07:29:00,9,840,633,137,43,27,94.97,15,200044286,1.00
2015-04-01,07:44:00,9,986,778,136,40,32,90.97,15,200044286,1.00
2015-04-01,07:59:00,9,871,700,125,32,14,93.72,15,200044286,1.00
2015-04-01,08:14:00,9,842,668,105,46,23,93.66,15,200044286,1.00
2015-04-01,08:29:00,9,820,640,106,46,28,90.83,15,200044286,1.00
2015-04-01,08:44:00,9,755,597,101,33,24,88.99,15,200044286,1.00
