MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2020-04-01,00:14:00,1,30,16,4,5,5,94.72,15,200044286,12
2020-04-01,00:29:00,1,29,12,5,7,5,93.23,15,200044286,12
2020-04-01,00:44:00,1,22,7,2,4,9,90.69,15,200044286,12
2020-04-01,00:59:00,1,17,11,2,1,3,101.61,15,200044286,12
2020-04-01,01:14:00,2,26,14,2,4,6,96.48,15,200044286,12
2020-04-01,01:29:00,2,34,16,3,5,10,94.80,15,200044286,12
2020-04-01,01:44:00,2,25,13,1,3,8,93.78,15,200044286,12
2020-04-01,01:59:00,2,24,14,2,4,4,96.49,15,200044286,12
2020-04-01,02:14:00,2,17,4,0,4,9,84.08,15,200044286,12
2020-04-01,02:29:00,2,22,11,2,3,6,98.20,15,200044286,12
2020-04-01,02:44:00,2,28,13,2,4,9,93.79,15,200044286,12
2020-04-01,02:59:00,2,23,10,4,5,4,96.49,15,200044286,12
2020-04-01,03:14:00,2,20,8,0,7,5,95.05,15,200044286,12
2020-04-01,03:29:00,2,17,7,1,4,5,89.16,15,200044286,12
2020-04-01,03:44:00,2,20,11,2,3,4,96.42,15,200044286,12
2020-04-01,03:59:00,2,18,8,1,3,6,95.32,15,200044286,12
2020-04-01,04:14:00,2,33,13,4,10,6,91.50,15,200044286,12
2020-04-01,04:29:00,2,29,17,0,5,7,100.15,15,200044286,12
2020-04-01,04:44:00,2,27,17,2,4,4,96.68,15,200044286,12
2020-04-01,04:59:00,2,39,18,5,10,6,95.09,15,200044286,12
2020-04-01,05:14:00,2,51,18,13,9,11,96.72,15,200044286,12
2020-04-01,05:29:00,2,51,30,8,7,6,102.42,15,200044286,12
2020-04-01,05:44:00,2,98,65,10,14,9,99.02,15,200044286,12
2020-04-01,05:59:00,2,119,75,19,8,17,102.36,15,200044286,12
2020-04-01,06:14:00,2,128,94,14,9,11,105.79,15,200044286,12
2020-04-01,06:29:00,2,173,114,21,26,12,103.28,15,200044286,12
2020-04-01,06:44:00,2,161,124,18,12,7,104.00,15,200044286,12
2020-04-01,06:59:00,2,231,161,37,12,21,104.76,15,200044286,12
2020-04-01,07:14:00,2,263,178,57,15,13,103.61,15,200044286,12
2020-04-01,07:29:00,2,262,171,47,32,12,101.77,15,200044286,12
2020-04-01,07:44:00,2,284,195,55,15,19,101.87,15,200044286,12
