MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2016-02-01,00:14:00,0,102,86,4,6,6,87.30,15,200044286,3
2016-02-01,00:29:00,0,87,67,0,6,14,85.80,15,200044286,3
2016-02-01,00:44:00,0,101,79,4,13,5,86.76,15,200044286,3
2016-02-01,00:59:00,0,81,69,0,6,6,89.30,15,200044286,3
2016-02-01,01:14:00,0,63,44,3,4,12,86.59,15,200044286,3
2016-02-01,01:29:00,0,57,48,2,2,5,82.55,15,200044286,3
2016-02-01,01:44:00,0,46,34,3,6,3,85.76,15,200044286,3
2016-02-01,01:59:00,0,52,42,4,1,5,88.75,15,200044286,3
2016-02-01,02:14:00,0,48,39,2,5,2,88.14,15,200044286,3
2016-02-01,02:29:00,0,50,42,1,1,6,87.35,15,200044286,3
2016-02-01,02:44:00,0,51,40,2,2,7,79.70,15,200044286,3
2016-02-01,02:59:00,0,39,30,0,2,7,89.68,15,200044286,3
2016-02-01,03:14:00,0,49,39,3,4,3,84.77,15,200044286,3
2016-02-01,03:29:00,0,48,42,2,2,2,92.21,15,200044286,3
2016-02-01,03:44:00,0,53,41,2,6,4,88.27,15,200044286,3
2016-02-01,03:59:00,0,45,38,1,3,3,95.24,15,200044286,3
2016-02-01,04:14:00,0,72,49,4,13,6,85.03,15,200044286,3
2016-02-01,04:29:00,0,69,56,3,5,5,89.51,15,200044286,3
2016-02-01,04:44:00,0,135,112,9,3,11,87.22,15,200044286,3
2016-02-01,04:59:00,0,108,89,8,9,2,84.67,15,200044286,3
2016-02-01,05:14:00,0,151,127,7,10,7,85.32,15,200044286,3
2016-02-01,05:29:00,0,182,141,12,11,18,86.28,15,200044286,3
2016-02-01,05:44:00,0,210,183,13,8,6,85.90,15,200044286,3
2016-02-01,05:59:00,0,238,187,13,15,23,85.61,15,200044286,3
2016-02-01,06:14:00,0,334,263,26,26,19,84.69,15,200044286,3
2016-02-01,06:29:00,0,489,431,26,19,13,86.20,15,200044286,3
2016-02-01,06:44:00,0,644,515,57,36,36,81.51,15,200044286,3
2016-02-01,06:59:00,0,830,691,75,45,19,76.61,15,200044286,3
2016-02-01,07:14:00,0,939,809,73,46,11,72.13,15,200044286,3
2016-02-01,07:29:00,0,983,821,87,54,21,69.27,15,200044286,3
2016-02-01,07:44:00,0,965,797,88,63,17,69.66,15,200044286,3
2016-02-01,07:59:00,0,995,817,97,61,20,48.41,15,200044286,3
2016-02-01,08:14:00,0,845,696,78,50,21,38.23,15,200044286,3
2016-02-01,08:29:00,0,940,777,88,59,16,48.80,15,200044286,3
2016-02-01,08:44:00,0,904,763,65,56,20,63.34,15,200044286,3
2016-02-01,08:59:00,0,854,730,51,54,19,77.67,15,200044286,3
2016-02-01,09:14:00,0,963,797,60,77,29,73.95,15,200044286,3
2016-02-01,09:29:00,0,913,750,72,54,37,77.30,15,200044286,3
2016-02-01,09:44:00,0,849,682,68,71,28,76.70,15,200044286,3
2016-02-01,09:59:00,0,826,673,60,70,23,79.09,15,200044286,3
2016-02-01,10:14:00,0,725,612,59,37,17,81.03,15,200044286,3
2016-02-01,10:29:00,0,781,639,75,49,18,78.68,15,200044286,3
2016-02-01,10:44:00,0,772,630,57,64,21,78.42,15,200044286,3
2016-02-01,10:59:00,0,703,555,55,71,22,79.01,15,200044286,3
2016-02-01,11:14:00,0,711,582,57,56,16,81.78,15,200044286,3
2016-02-01,11:29:00,0,716,597,46,47,26,80.73,15,200044286,3
2016-02-01,11:44:00,0,664,531,57,54,22,83.24,15,200044286,3
2016-02-01,11:59:00,0,710,575,66,50,19,81.32,15,200044286,3
2016-02-01,12:14:00,0,675,540,68,48,19,81.14,15,200044286,3
2016-02-01,12:29:00,0,723,588,63,46,26,79.07,15,200044286,3
2016-02-01,12:44:00,0,694,566,59,49,20,82.05,15,200044286,3
2016-02-01,12:59:00,0,724,584,59,62,19,81.96,15,200044286,3
2016-02-01,13:14:00,0,700,569,75,33,23,82.84,15,200044286,3
2016-02-01,13:29:00,0,657,523,66,51,17,79.57,15,200044286,3
2016-02-01,13:44:00,0,662,523,73,48,18,76.38,15,200044286,3
2016-02-01,13:59:00,0,712,548,79,60,25,83.46,15,200044286,3
2016-02-01,14:14:00,0,678,538,53,66,21,81.78,15,200044286,3
2016-02-01,14:29:00,0,665,492,82,74,17,83.13,15,200044286,3
2016-02-01,14:44:00,0,698,545,70,62,21,81.45,15,200044286,3
2016-02-01,14:59:00,0,671,512,78,55,26,81.18,15,200044286,3
2016-02-01,15:14:00,0,742,583,82,58,19,83.36,15,200044286,3
2016-02-01,15:29:00,0,746,590,76,58,22,81.61,15,200044286,3
2016-02-01,15:44:00,0,723,595,67,48,13,80.36,15,200044286,3
2016-02-01,15:59:00,0,836,686,83,56,11,79.47,15,200044286,3
2016-02-01,16:14:00,0,871,742,67,45,17,77.98,15,200044286,3
2016-02-01,16:29:00,0,942,797,69,64,12,79.21,15,200044286,3
2016-02-01,16:44:00,0,922,791,66,56,9,78.13,15,200044286,3
2016-02-01,16:59:00,0,977,838,74,57,8,69.45,15,200044286,3
2016-02-01,17:14:00,0,975,841,71,47,16,75.89,15,200044286,3
2016-02-01,17:29:00,0,961,838,63,42,18,73.88,15,200044286,3
2016-02-01,17:44:00,0,952,833,65,45,9,73.93,15,200044286,3
2016-02-01,17:59:00,0,906,803,46,42,15,75.01,15,200044286,3
2016-02-01,18:14:00,0,759,698,35,22,4,79.10,15,200044286,3
2016-02-01,18:29:00,0,848,761,45,28,14,77.77,15,200044286,3
2016-02-01,18:44:00,0,742,673,32,29,8,80.21,15,200044286,3
2016-02-01,18:59:00,0,727,655,32,27,13,79.13,15,200044286,3
2016-02-01,19:14:00,0,620,568,19,28,5,79.45,15,200044286,3
2016-02-01,19:29:00,0,670,612,27,23,8,79.33,15,200044286,3
2016-02-01,19:44:00,0,598,528,31,31,8,81.76,15,200044286,3
2016-02-01,19:59:00,0,511,460,23,21,7,81.01,15,200044286,3
2016-02-01,20:14:00,0,527,474,23,19,11,82.84,15,200044286,3
2016-02-01,20:29:00,0,463,419,17,17,10,84.67,15,200044286,3
2016-02-01,20:44:00,0,371,326,19,15,11,86.71,15,200044286,3
2016-02-01,20:59:00,0,336,297,19,10,10,82.67,15,200044286,3
2016-02-01,21:14:00,0,287,256,9,11,11,85.88,15,200044286,3
2016-02-01,21:29:00,0,308,282,17,6,3,83.92,15,200044286,3
2016-02-01,21:44:00,0,243,220,12,6,5,83.76,15,200044286,3
2016-02-01,21:59:00,0,289,275,4,7,3,84.79,15,200044286,3
2016-02-01,22:14:00,0,277,248,9,10,10,85.47,15,200044286,3
2016-02-01,22:29:00,0,226,214,7,1,4,84.42,15,200044286,3
2016-02-01,22:44:00,0,175,154,6,5,10,87.29,15,200044286,3
2016-02-01,22:59:00,0,189,177,2,6,4,86.55,15,200044286,3
2016-02-01,23:14:00,0,125,103,5,11,6,91.46,15,200044286,3
2016-02-01,23:29:00,0,124,107,6,5,6,91.19,15,200044286,3
2016-02-01,23:44:00,0,124,95,9,15,5,87.07,15,200044286,3
2016-02-01,23:59:00,0,116,93,3,11,9,88.34,15,200044286,3
2016-02-02,00:14:00,1,99,84,0,6,9,90.95,15,200044286,3
2016-02-02,00:29:00,1,100,66,4,14,16,84.37,15,200044286,3
2016-02-02,00:44:00,1,116,85,2,14,15,86.99,15,200044286,3
2016-02-02,00:59:00,1,88,63,5,9,11,90.87,15,200044286,3
2016-02-02,01:14:00,1,63,43,3,7,10,88.14,15,200044286,3
2016-02-02,01:29:00,1,60,45,1,6,8,84.14,15,200044286,3
2016-02-02,01:44:00,1,56,35,1,10,10,84.03,15,200044286,3
2016-02-02,01:59:00,1,53,39,4,8,2,90.28,15,200044286,3
2016-02-02,02:14:00,1,47,30,3,5,9,88.48,15,200044286,3
2016-02-02,02:29:00,1,60,35,11,5,9,84.07,15,200044286,3
2016-02-02,02:44:00,1,46,35,1,3,7,88.78,15,200044286,3
2016-02-02,02:59:00,1,50,41,3,4,2,94.38,15,200044286,3
2016-02-02,03:14:00,1,52,30,3,9,10,84.77,15,200044286,3
2016-02-02,03:29:00,1,37,28,1,4,4,94.80,15,200044286,3
2016-02-02,03:44:00,1,58,45,3,4,6,87.71,15,200044286,3
2016-02-02,03:59:00,1,63,34,6,7,16,87.00,15,200044286,3
2016-02-02,04:14:00,1,74,50,4,11,9,86.87,15,200044286,3
2016-02-02,04:29:00,1,81,66,5,4,6,87.54,15,200044286,3
2016-02-02,04:44:00,1,110,79,13,9,9,85.06,15,200044286,3
2016-02-02,04:59:00,1,131,105,9,11,6,86.15,15,200044286,3
2016-02-02,05:14:00,1,158,131,12,12,3,86.72,15,200044286,3
2016-02-02,05:29:00,1,188,148,8,10,22,88.32,15,200044286,3
2016-02-02,05:44:00,1,230,186,13,14,17,85.92,15,200044286,3
2016-02-02,05:59:00,1,281,207,21,19,34,85.69,15,200044286,3
2016-02-02,06:14:00,1,314,252,19,15,28,85.82,15,200044286,3
2016-02-02,06:29:00,1,452,374,29,32,17,85.80,15,200044286,3
2016-02-02,06:44:00,1,676,538,46,58,34,82.08,15,200044286,3
2016-02-02,06:59:00,1,864,690,70,72,32,79.33,15,200044286,3
2016-02-02,07:14:00,1,939,788,83,46,22,73.48,15,200044286,3
2016-02-02,07:29:00,1,1006,857,84,50,15,66.43,15,200044286,3
2016-02-02,07:44:00,1,964,799,83,61,21,54.37,15,200044286,3
2016-02-02,07:59:00,1,889,749,74,52,14,49.32,15,200044286,3
2016-02-02,08:14:00,1,861,685,95,60,21,44.93,15,200044286,3
2016-02-02,08:29:00,1,825,674,71,56,24,43.88,15,200044286,3
2016-02-02,08:44:00,1,670,513,59,64,34,32.44,15,200044286,3
2016-02-02,08:59:00,1,871,700,79,65,27,66.35,15,200044286,3
2016-02-02,09:14:00,1,726,572,66,60,28,42.51,15,200044286,3
