MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2016-05-01,00:14:00,5,221,191,7,20,3,86.31,15,200044286,4
2016-05-01,00:29:00,5,195,179,5,6,5,86.65,15,200044286,4
2016-05-01,00:44:00,5,193,166,7,13,7,88.68,15,200044286,4
2016-05-01,00:59:00,5,167,145,4,14,4,87.91,15,200044286,4
2016-05-01,01:14:00,6,178,171,5,2,0,87.70,15,200044286,4
2016-05-01,01:29:00,6,167,153,7,4,3,90.49,15,200044286,4
2016-05-01,01:44:00,6,159,144,5,6,4,86.62,15,200044286,4
2016-05-01,01:59:00,6,142,128,6,3,5,88.35,15,200044286,4
2016-05-01,02:14:00,6,123,104,6,7,6,88.56,15,200044286,4
2016-05-01,02:29:00,6,71,66,3,1,1,88.37,15,200044286,4
2016-05-01,02:44:00,6,106,93,6,5,2,91.47,15,200044286,4
2016-05-01,02:59:00,6,105,92,1,5,7,88.15,15,200044286,4
2016-05-01,03:14:00,6,105,99,2,3,1,89.91,15,200044286,4
2016-05-01,03:29:00,6,104,99,3,1,1,91.50,15,200044286,4
2016-05-01,03:44:00,6,109,97,5,6,1,88.23,15,200044286,4
2016-05-01,03:59:00,6,98,93,2,3,0,89.01,15,200044286,4
2016-05-01,04:14:00,6,104,93,4,5,2,89.40,15,200044286,4
2016-05-01,04:29:00,6,113,102,5,2,4,88.05,15,200044286,4
2016-05-01,04:44:00,6,92,74,5,8,5,88.77,15,200044286,4
2016-05-01,04:59:00,6,112,102,6,4,0,87.78,15,200044286,4
2016-05-01,05:14:00,6,96,81,7,5,3,87.03,15,200044286,4
2016-05-01,05:29:00,6,88,75,2,7,4,90.98,15,200044286,4
2016-05-01,05:44:00,6,70,62,3,4,1,90.97,15,200044286,4
2016-05-01,05:59:00,6,95,80,5,4,6,95.40,15,200044286,4
2016-05-01,06:14:00,6,86,75,5,3,3,97.00,15,200044286,4
2016-05-01,06:29:00,6,146,123,10,7,6,95.18,15,200044286,4
2016-05-01,06:44:00,6,172,152,7,9,4,96.75,15,200044286,4
2016-05-01,06:59:00,6,168,156,12,0,0,94.66,15,200044286,4
2016-05-01,07:14:00,6,149,138,5,3,3,92.46,15,200044286,4
2016-05-01,07:29:00,6,136,118,5,8,5,91.37,15,200044286,4
2016-05-01,07:44:00,6,194,179,8,7,0,90.53,15,200044286,4
2016-05-01,07:59:00,6,210,193,5,2,10,89.48,15,200044286,4
2016-05-01,08:14:00,6,197,183,6,3,5,92.66,15,200044286,4
2016-05-01,08:29:00,6,229,208,8,6,7,87.73,15,200044286,4
2016-05-01,08:44:00,6,296,275,5,8,8,89.72,15,200044286,4
2016-05-01,08:59:00,6,324,301,13,4,6,90.25,15,200044286,4
2016-05-01,09:14:00,6,347,326,12,8,1,89.45,15,200044286,4
2016-05-01,09:29:00,6,460,427,16,12,5,87.59,15,200044286,4
2016-05-01,09:44:00,6,537,511,16,5,5,84.31,15,200044286,4
2016-05-01,09:59:00,6,635,589,25,15,6,85.20,15,200044286,4
2016-05-01,10:14:00,6,641,591,24,17,9,83.14,15,200044286,4
2016-05-01,10:29:00,6,725,690,22,7,6,81.01,15,200044286,4
2016-05-01,10:44:00,6,820,755,37,22,6,80.08,15,200044286,4
2016-05-01,10:59:00,6,865,789,55,13,8,78.56,15,200044286,4
2016-05-01,11:14:00,6,853,777,45,21,10,79.78,15,200044286,4
2016-05-01,11:29:00,6,930,866,40,21,3,79.13,15,200044286,4
2016-05-01,11:44:00,6,932,874,34,19,5,78.83,15,200044286,4
2016-05-01,11:59:00,6,926,851,42,20,13,77.99,15,200044286,4
2016-05-01,12:14:00,6,941,877,37,23,4,78.16,15,200044286,4
2016-05-01,12:29:00,6,856,815,28,8,5,80.94,15,200044286,4
2016-05-01,12:44:00,6,863,808,35,18,2,79.01,15,200044286,4
2016-05-01,12:59:00,6,822,769,31,17,5,81.68,15,200044286,4
2016-05-01,13:14:00,6,819,767,38,12,2,77.71,15,200044286,4
2016-05-01,13:29:00,6,756,712,30,12,2,81.51,15,200044286,4
2016-05-01,13:44:00,6,853,797,32,16,8,78.52,15,200044286,4
2016-05-01,13:59:00,6,774,719,35,12,8,81.80,15,200044286,4
2016-05-01,14:14:00,6,718,658,38,16,6,80.36,15,200044286,4
2016-05-01,14:29:00,6,708,662,28,10,8,85.61,15,200044286,4
2016-05-01,14:44:00,6,656,624,17,13,2,84.38,15,200044286,4
2016-05-01,14:59:00,6,640,613,16,8,3,85.60,15,200044286,4
2016-05-01,15:14:00,6,674,606,37,22,9,83.39,15,200044286,4
2016-05-01,15:29:00,6,646,604,27,10,5,85.02,15,200044286,4
2016-05-01,15:44:00,6,583,553,18,8,4,86.75,15,200044286,4
2016-05-01,15:59:00,6,640,603,24,8,5,85.89,15,200044286,4
2016-05-01,16:14:00,6,637,585,29,16,7,87.39,15,200044286,4
2016-05-01,16:29:00,6,653,612,23,10,8,87.17,15,200044286,4
2016-05-01,16:44:00,6,747,707,30,10,0,84.66,15,200044286,4
2016-05-01,16:59:00,6,683,631,33,10,9,87.25,15,200044286,4
2016-05-01,17:14:00,6,616,572,22,12,10,86.94,15,200044286,4
2016-05-01,17:29:00,6,687,645,29,11,2,84.87,15,200044286,4
2016-05-01,17:44:00,6,621,579,20,14,8,86.97,15,200044286,4
2016-05-01,17:59:00,6,653,602,31,14,6,86.29,15,200044286,4
2016-05-01,18:14:00,6,660,619,27,11,3,86.16,15,200044286,4
2016-05-01,18:29:00,6,640,599,25,12,4,84.95,15,200044286,4
2016-05-01,18:44:00,6,669,619,27,22,1,84.25,15,200044286,4
2016-05-01,18:59:00,6,609,574,20,10,5,87.39,15,200044286,4
2016-05-01,19:14:00,6,589,538,26,18,7,87.06,15,200044286,4
2016-05-01,19:29:00,6,587,562,18,5,2,86.22,15,200044286,4
2016-05-01,19:44:00,6,592,553,25,12,2,86.07,15,200044286,4
2016-05-01,19:59:00,6,487,451,20,10,6,88.90,15,200044286,4
2016-05-01,20:14:00,6,450,418,14,12,6,87.85,15,200044286,4
2016-05-01,20:29:00,6,475,448,11,12,4,86.68,15,200044286,4
2016-05-01,20:44:00,6,455,425,10,12,8,84.90,15,200044286,4
2016-05-01,20:59:00,6,378,361,9,2,6,85.15,15,200044286,4
2016-05-01,21:14:00,6,375,355,6,6,8,82.76,15,200044286,4
2016-05-01,21:29:00,6,415,394,8,6,7,83.63,15,200044286,4
2016-05-01,21:44:00,6,373,345,11,10,7,84.25,15,200044286,4
2016-05-01,21:59:00,6,346,332,9,4,1,83.04,15,200044286,4
2016-05-01,22:14:00,6,288,270,5,9,4,86.46,15,200044286,4
2016-05-01,22:29:00,6,276,264,7,4,1,84.81,15,200044286,4
2016-05-01,22:44:00,6,293,278,9,1,5,87.23,15,200044286,4
2016-05-01,22:59:00,6,333,325,3,4,1,84.45,15,200044286,4
2016-05-01,23:14:00,6,270,258,7,3,2,85.40,15,200044286,4
2016-05-01,23:29:00,6,263,240,10,7,6,89.34,15,200044286,4
2016-05-01,23:44:00,6,218,200,5,6,7,87.70,15,200044286,4
2016-05-01,23:59:00,6,205,193,2,8,2,87.24,15,200044286,4
2016-05-02,00:14:00,6,156,141,2,11,2,88.59,15,200044286,4
2016-05-02,00:29:00,6,152,128,10,7,7,88.04,15,200044286,4
2016-05-02,00:44:00,6,125,111,5,6,3,87.53,15,200044286,4
2016-05-02,00:59:00,6,115,106,3,0,6,90.09,15,200044286,4
2016-05-02,01:14:00,12,114,108,1,3,2,87.76,15,200044286,4
2016-05-02,01:29:00,12,117,104,6,2,5,90.19,15,200044286,4
2016-05-02,01:44:00,12,94,92,0,2,0,88.66,15,200044286,4
2016-05-02,01:59:00,12,79,68,3,1,7,92.27,15,200044286,4
2016-05-02,02:14:00,12,89,77,3,3,6,86.73,15,200044286,4
2016-05-02,02:29:00,12,79,73,2,2,2,95.33,15,200044286,4
2016-05-02,02:44:00,12,94,79,6,3,6,87.66,15,200044286,4
2016-05-02,02:59:00,12,82,66,3,4,9,91.99,15,200044286,4
2016-05-02,03:14:00,12,77,70,3,3,1,89.42,15,200044286,4
2016-05-02,03:29:00,12,65,63,0,2,0,90.10,15,200044286,4
2016-05-02,03:44:00,12,105,85,4,9,7,86.69,15,200044286,4
2016-05-02,03:59:00,12,81,76,2,3,0,92.96,15,200044286,4
