MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2019-03-01,00:14:00,4,70,50,14,1,5,102.99,15,200044286,9
2019-03-01,00:29:00,4,78,53,10,8,7,97.13,15,200044286,9
2019-03-01,00:44:00,4,50,32,6,6,6,95.25,15,200044286,9
2019-03-01,00:59:00,4,70,43,13,5,9,98.03,15,200044286,9
2019-03-01,01:14:00,4,50,30,5,5,10,98.62,15,200044286,9
2019-03-01,01:29:00,4,34,23,2,7,2,102.73,15,200044286,9
2019-03-01,01:44:00,4,41,29,4,3,5,97.67,15,200044286,9
2019-03-01,01:59:00,4,49,31,4,9,5,98.09,15,200044286,9
2019-03-01,02:14:00,4,34,26,4,1,3,102.33,15,200044286,9
2019-03-01,02:29:00,4,45,29,3,4,9,97.72,15,200044286,9
2019-03-01,02:44:00,4,40,30,4,3,3,97.66,15,200044286,9
2019-03-01,02:59:00,4,31,16,5,2,8,93.80,15,200044286,9
2019-03-01,03:14:00,4,37,21,2,3,11,92.48,15,200044286,9
2019-03-01,03:29:00,4,24,12,2,3,7,94.17,15,200044286,9
2019-03-01,03:44:00,4,55,35,11,2,7,101.83,15,200044286,9
2019-03-01,03:59:00,4,43,28,3,3,9,98.81,15,200044286,9
2019-03-01,04:14:00,4,64,35,9,8,12,101.13,15,200044286,9
2019-03-01,04:29:00,4,66,50,5,7,4,98.66,15,200044286,9
2019-03-01,04:44:00,4,75,46,10,11,8,97.71,15,200044286,9
2019-03-01,04:59:00,4,81,49,11,11,10,101.25,15,200044286,9
2019-03-01,05:14:00,4,87,52,14,10,11,101.35,15,200044286,9
2019-03-01,05:29:00,4,121,83,19,12,7,101.31,15,200044286,9
2019-03-01,05:44:00,4,146,98,20,19,9,101.19,15,200044286,9
2019-03-01,05:59:00,4,231,150,41,20,20,102.18,15,200044286,9
2019-03-01,06:14:00,4,255,173,34,29,19,101.84,15,200044286,9
2019-03-01,06:29:00,4,342,263,42,16,21,100.90,15,200044286,9
2019-03-01,06:44:00,4,506,382,79,24,21,98.90,15,200044286,9
2019-03-01,06:59:00,4,735,550,119,51,15,98.70,15,200044286,9
2019-03-01,07:14:00,4,852,653,123,48,28,92.98,15,200044286,9
2019-03-01,07:29:00,4,955,743,145,44,23,87.41,15,200044286,9
2019-03-01,07:44:00,4,956,772,123,39,22,84.80,15,200044286,9
2019-03-01,07:59:00,4,871,662,123,57,29,90.91,15,200044286,9
2019-03-01,08:14:00,4,766,587,110,46,23,93.83,15,200044286,9
2019-03-01,08:29:00,4,711,544,99,48,20,92.39,15,200044286,9
2019-03-01,08:44:00,4,640,479,90,54,17,91.47,15,200044286,9
2019-03-01,08:59:00,4,656,484,88,60,24,94.18,15,200044286,9
2019-03-01,09:14:00,4,670,493,101,58,18,95.39,15,200044286,9
2019-03-01,09:29:00,4,660,474,109,55,22,93.46,15,200044286,9
2019-03-01,09:44:00,4,659,465,117,58,19,95.74,15,200044286,9
2019-03-01,09:59:00,4,620,449,95,54,22,96.86,15,200044286,9
2019-03-01,10:14:00,4,573,416,99,39,19,97.45,15,200044286,9
2019-03-01,10:29:00,4,634,470,90,53,21,96.61,15,200044286,9
2019-03-01,10:44:00,4,659,487,103,47,22,96.07,15,200044286,9
2019-03-01,10:59:00,4,581,429,90,44,18,97.18,15,200044286,9
2019-03-01,11:14:00,4,632,459,97,55,21,95.88,15,200044286,9
2019-03-01,11:29:00,4,608,430,98,58,22,96.91,15,200044286,9
2019-03-01,11:44:00,4,641,456,111,57,17,96.87,15,200044286,9
2019-03-01,11:59:00,4,640,457,116,47,20,96.14,15,200044286,9
2019-03-01,12:14:00,4,631,444,124,45,18,96.36,15,200044286,9
2019-03-01,12:29:00,4,685,515,103,47,20,98.23,15,200044286,9
2019-03-01,12:44:00,4,664,493,96,58,17,96.66,15,200044286,9
2019-03-01,12:59:00,4,689,510,104,51,24,96.33,15,200044286,9
2019-03-01,13:14:00,4,693,546,89,39,19,96.30,15,200044286,9
2019-03-01,13:29:00,4,742,578,119,38,7,97.13,15,200044286,9
2019-03-01,13:44:00,4,750,574,121,38,17,96.99,15,200044286,9
2019-03-01,13:59:00,4,640,491,98,41,10,96.03,15,200044286,9
2019-03-01,14:14:00,4,632,491,77,50,14,98.62,15,200044286,9
2019-03-01,14:29:00,4,658,499,105,35,19,98.41,15,200044286,9
2019-03-01,14:44:00,4,683,521,90,59,13,97.28,15,200044286,9
2019-03-01,14:59:00,4,647,504,90,38,15,97.84,15,200044286,9
2019-03-01,15:14:00,4,696,551,106,29,10,96.57,15,200044286,9
2019-03-01,15:29:00,4,722,558,117,37,10,97.06,15,200044286,9
2019-03-01,15:44:00,4,795,624,127,28,16,94.78,15,200044286,9
2019-03-01,15:59:00,4,891,726,118,31,16,88.17,15,200044286,9
2019-03-01,16:14:00,4,898,730,112,41,15,92.20,15,200044286,9
2019-03-01,16:29:00,4,911,741,117,41,12,64.84,15,200044286,9
2019-03-01,16:44:00,4,811,682,84,35,10,51.32,15,200044286,9
