MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2022-01-01,00:14:00,14,67,51,7,3,6,100.76,15,200044286,15
2022-01-01,00:29:00,14,68,59,5,4,0,102.09,15,200044286,15
2022-01-01,00:44:00,14,88,74,11,2,1,102.58,15,200044286,15
2022-01-01,00:59:00,14,109,84,19,0,6,103.25,15,200044286,15
2022-01-01,01:14:00,14,88,69,18,1,0,103.48,15,200044286,15
2022-01-01,01:29:00,14,101,80,17,3,1,101.77,15,200044286,15
2022-01-01,01:44:00,14,116,97,14,1,4,103.89,15,200044286,15
2022-01-01,01:59:00,14,102,86,12,3,1,104.01,15,200044286,15
2022-01-01,02:14:00,14,86,68,17,1,0,99.19,15,200044286,15
2022-01-01,02:29:00,14,123,103,16,3,1,104.70,15,200044286,15
2022-01-01,02:44:00,14,101,76,22,0,3,103.57,15,200044286,15
2022-01-01,02:59:00,14,82,73,8,1,0,104.23,15,200044286,15
2022-01-01,03:14:00,14,76,62,9,4,1,102.62,15,200044286,15
2022-01-01,03:29:00,14,70,53,15,2,0,106.32,15,200044286,15
2022-01-01,03:44:00,14,69,53,15,1,0,102.92,15,200044286,15
2022-01-01,03:59:00,14,70,53,15,1,1,103.95,15,200044286,15
2022-01-01,04:14:00,14,68,51,16,1,0,104.16,15,200044286,15
2022-01-01,04:29:00,14,61,42,18,1,0,107.16,15,200044286,15
2022-01-01,04:44:00,14,72,55,13,3,1,102.17,15,200044286,15
2022-01-01,04:59:00,14,55,40,13,1,1,101.86,15,200044286,15
2022-01-01,05:14:00,14,43,35,7,1,0,99.25,15,200044286,15
2022-01-01,05:29:00,14,52,39,11,0,2,101.96,15,200044286,15
2022-01-01,05:44:00,14,42,29,9,0,4,100.73,15,200044286,15
2022-01-01,05:59:00,14,44,40,3,0,1,104.31,15,200044286,15
2022-01-01,06:14:00,14,60,38,17,2,3,101.27,15,200044286,15
2022-01-01,06:29:00,14,61,47,10,2,2,103.04,15,200044286,15
2022-01-01,06:44:00,14,86,69,11,2,4,105.56,15,200044286,15
2022-01-01,06:59:00,14,65,55,7,1,2,101.97,15,200044286,15
2022-01-01,07:14:00,14,58,49,4,2,3,102.57,15,200044286,15
2022-01-01,07:29:00,14,67,54,11,1,1,101.15,15,200044286,15
2022-01-01,07:44:00,14,73,63,8,2,0,102.55,15,200044286,15
2022-01-01,07:59:00,14,74,52,16,3,3,103.26,15,200044286,15
2022-01-01,08:14:00,14,74,60,12,1,1,102.97,15,200044286,15
2022-01-01,08:29:00,14,88,76,9,2,1,103.33,15,200044286,15
2022-01-01,08:44:00,14,120,103,15,1,1,106.73,15,200044286,15
2022-01-01,08:59:00,14,84,72,8,1,3,108.81,15,200044286,15
2022-01-01,09:14:00,14,91,68,19,1,3,105.37,15,200044286,15
2022-01-01,09:29:00,14,102,89,12,1,0,106.42,15,200044286,15
