MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2021-07-01,00:14:00,2,85,65,6,3,11,102.36,15,200044286,14
2021-07-01,00:29:00,2,62,50,4,2,6,107.64,15,200044286,14
2021-07-01,00:44:00,2,60,40,7,8,5,99.56,15,200044286,14
2021-07-01,00:59:00,2,42,24,9,5,4,100.88,15,200044286,14
2021-07-01,01:14:00,3,52,33,6,5,8,102.38,15,200044286,14
2021-07-01,01:29:00,3,41,26,7,4,4,98.03,15,200044286,14
2021-07-01,01:44:00,3,50,30,10,6,4,102.90,15,200044286,14
2021-07-01,01:59:00,3,48,24,14,4,6,104.44,15,200044286,14
2021-07-01,02:14:00,3,38,24,5,6,3,107.10,15,200044286,14
2021-07-01,02:29:00,3,30,20,4,2,4,97.91,15,200044286,14
2021-07-01,02:44:00,3,30,15,4,6,5,101.27,15,200044286,14
2021-07-01,02:59:00,3,29,17,5,5,2,99.62,15,200044286,14
2021-07-01,03:14:00,3,22,11,4,4,3,101.07,15,200044286,14
2021-07-01,03:29:00,3,27,12,6,3,6,101.48,15,200044286,14
2021-07-01,03:44:00,3,39,19,10,6,4,102.87,15,200044286,14
2021-07-01,03:59:00,3,43,27,2,9,5,98.69,15,200044286,14
2021-07-01,04:14:00,3,34,21,6,2,5,97.07,15,200044286,14
2021-07-01,04:29:00,3,51,31,10,5,5,97.20,15,200044286,14
2021-07-01,04:44:00,3,58,30,8,14,6,100.07,15,200044286,14
2021-07-01,04:59:00,3,73,46,10,4,13,103.86,15,200044286,14
2021-07-01,05:14:00,3,66,38,11,8,9,101.44,15,200044286,14
2021-07-01,05:29:00,3,102,73,13,8,8,106.72,15,200044286,14
2021-07-01,05:44:00,3,126,81,19,10,16,103.56,15,200044286,14
2021-07-01,05:59:00,3,173,103,30,25,15,105.75,15,200044286,14
2021-07-01,06:14:00,3,199,132,29,21,17,105.25,15,200044286,14
2021-07-01,06:29:00,3,330,244,43,26,17,105.55,15,200044286,14
2021-07-01,06:44:00,3,471,314,88,45,24,103.84,15,200044286,14
2021-07-01,06:59:00,3,635,418,144,44,29,102.50,15,200044286,14
2021-07-01,07:14:00,3,679,452,152,53,22,100.45,15,200044286,14
2021-07-01,07:29:00,3,856,587,189,52,28,94.90,15,200044286,14
2021-07-01,07:44:00,3,927,639,201,55,32,94.36,15,200044286,14
2021-07-01,07:59:00,3,860,608,163,57,32,96.02,15,200044286,14
2021-07-01,08:14:00,3,830,584,161,56,29,94.89,15,200044286,14
2021-07-01,08:29:00,3,767,533,142,74,18,97.09,15,200044286,14
2021-07-01,08:44:00,3,704,491,139,57,17,98.06,15,200044286,14
2021-07-01,08:59:00,3,693,452,147,68,27,97.84,14,200044286,14
2021-07-01,09:14:00,3,614,419,119,59,17,97.83,15,200044286,14
2021-07-01,09:29:00,3,671,467,120,57,27,97.16,15,200044286,14
2021-07-01,09:44:00,3,691,467,135,64,25,97.13,15,200044286,14
2021-07-01,09:59:00,3,648,451,127,52,18,97.92,15,200044286,14
2021-07-01,10:14:00,3,596,398,104,66,28,98.05,15,200044286,14
2021-07-01,10:29:00,3,584,409,97,56,22,95.72,15,200044286,14
2021-07-01,10:44:00,3,562,390,97,53,22,99.19,15,200044286,14
2021-07-01,10:59:00,3,596,402,116,58,20,96.23,15,200044286,14
2021-07-01,11:14:00,3,590,413,100,54,23,97.67,15,200044286,14
2021-07-01,11:29:00,3,593,406,114,49,24,97.95,15,200044286,14
2021-07-01,11:44:00,3,579,396,114,49,20,97.11,15,200044286,14
2021-07-01,11:59:00,3,605,449,89,48,19,99.84,15,200044286,14
2021-07-01,12:14:00,3,614,436,108,46,24,99.24,15,200044286,14
2021-07-01,12:29:00,3,620,434,103,57,26,98.26,15,200044286,14
2021-07-01,12:44:00,3,610,424,109,57,20,97.52,15,200044286,14
2021-07-01,12:59:00,3,608,424,110,56,18,97.83,15,200044286,14
2021-07-01,13:14:00,3,620,413,128,66,13,98.45,15,200044286,14
2021-07-01,13:29:00,3,626,425,117,61,23,97.17,15,200044286,14
2021-07-01,13:44:00,3,633,476,88,48,21,99.21,15,200044286,14
2021-07-01,13:59:00,3,595,417,112,45,21,99.05,15,200044286,14
2021-07-01,14:14:00,3,568,401,96,55,16,97.53,15,200044286,14
2021-07-01,14:29:00,3,617,444,107,50,16,99.17,15,200044286,14
2021-07-01,14:44:00,3,589,427,98,51,13,101.92,15,200044286,14
2021-07-01,14:59:00,3,624,415,128,57,24,97.37,15,200044286,14
2021-07-01,15:14:00,3,578,405,118,44,11,101.53,15,200044286,14
2021-07-01,15:29:00,3,607,425,110,54,18,99.97,15,200044286,14
2021-07-01,15:44:00,3,586,394,112,61,19,36.56,15,200044286,14
2021-07-01,15:59:00,3,683,523,116,33,11,61.98,15,200044286,14
2021-07-01,16:14:00,3,651,491,114,35,11,102.67,15,200044286,14
2021-07-01,16:29:00,3,711,534,130,37,10,97.99,15,200044286,14
2021-07-01,16:44:00,3,740,577,116,34,13,98.52,15,200044286,14
2021-07-01,16:59:00,3,780,590,142,36,12,98.33,15,200044286,14
2021-07-01,17:14:00,3,851,682,120,30,19,95.50,15,200044286,14
2021-07-01,17:29:00,3,787,648,110,23,6,97.54,15,200044286,14
2021-07-01,17:44:00,3,792,644,113,25,10,97.03,15,200044286,14
2021-07-01,17:59:00,3,801,663,103,22,13,98.24,15,200044286,14
2021-07-01,18:14:00,3,774,656,97,14,7,99.26,15,200044286,14
2021-07-01,18:29:00,3,726,610,98,15,3,102.64,15,200044286,14
2021-07-01,18:44:00,3,699,588,84,18,9,102.33,15,200044286,14
2021-07-01,18:59:00,3,670,543,95,17,14,101.34,14,200044286,14
2021-07-01,19:14:00,3,564,453,84,18,9,104.27,15,200044286,14
2021-07-01,19:29:00,3,489,393,77,10,9,106.19,15,200044286,14
2021-07-01,19:44:00,3,451,352,75,16,8,104.55,15,200044286,14
2021-07-01,19:59:00,3,385,305,56,14,10,104.75,15,200044286,14
2021-07-01,20:14:00,3,390,322,48,10,10,105.28,15,200044286,14
2021-07-01,20:29:00,3,340,278,45,8,9,105.77,15,200044286,14
2021-07-01,20:44:00,3,320,266,40,10,4,107.89,15,200044286,14
2021-07-01,20:59:00,3,337,276,49,7,5,107.34,15,200044286,14
2021-07-01,21:14:00,3,276,208,45,14,9,106.54,15,200044286,14
2021-07-01,21:29:00,3,256,198,41,9,8,106.39,15,200044286,14
2021-07-01,21:44:00,3,234,179,43,6,6,105.32,15,200044286,14
2021-07-01,21:59:00,3,230,186,26,9,9,101.02,15,200044286,14
2021-07-01,22:14:00,3,225,191,25,4,5,102.65,15,200044286,14
2021-07-01,22:29:00,3,205,165,29,7,4,101.47,15,200044286,14
2021-07-01,22:44:00,3,148,120,19,6,3,102.70,15,200044286,14
2021-07-01,22:59:00,3,143,114,21,3,5,103.62,15,200044286,14
2021-07-01,23:14:00,3,130,105,14,4,7,101.31,15,200044286,14
2021-07-01,23:29:00,3,131,98,21,7,5,103.31,15,200044286,14
2021-07-01,23:44:00,3,145,110,17,8,10,100.94,15,200044286,14
2021-07-01,23:59:00,3,115,81,18,8,8,103.92,15,200044286,14
2021-07-02,00:14:00,3,78,55,5,4,14,102.48,15,200044286,14
2021-07-02,00:29:00,3,75,49,11,8,7,100.39,15,200044286,14
2021-07-02,00:44:00,3,72,48,11,7,6,101.44,15,200044286,14
2021-07-02,00:59:00,3,48,25,7,7,9,98.00,15,200044286,14
2021-07-02,01:14:00,4,48,27,8,4,9,99.26,15,200044286,14
2021-07-02,01:29:00,4,36,24,6,4,2,103.52,15,200044286,14
2021-07-02,01:44:00,4,40,26,6,5,3,102.12,15,200044286,14
2021-07-02,01:59:00,4,39,22,7,5,5,103.38,15,200044286,14
2021-07-02,02:14:00,4,29,21,2,2,4,99.20,15,200044286,14
2021-07-02,02:29:00,4,37,24,3,3,7,99.17,15,200044286,14
2021-07-02,02:44:00,4,37,21,6,5,5,101.84,15,200044286,14
2021-07-02,02:59:00,4,36,21,10,3,2,97.69,15,200044286,14
2021-07-02,03:14:00,4,32,13,8,6,5,97.42,15,200044286,14
2021-07-02,03:29:00,4,39,23,5,3,8,106.89,15,200044286,14
2021-07-02,03:44:00,4,38,21,4,5,8,97.59,15,200044286,14
2021-07-02,03:59:00,4,33,18,7,2,6,101.41,15,200044286,14
2021-07-02,04:14:00,4,33,19,5,6,3,94.31,15,200044286,14
2021-07-02,04:29:00,4,47,27,7,4,9,103.17,15,200044286,14
2021-07-02,04:44:00,4,53,30,7,10,6,98.57,15,200044286,14
2021-07-02,04:59:00,4,68,39,14,8,7,101.78,15,200044286,14
2021-07-02,05:14:00,4,66,42,8,6,10,103.54,15,200044286,14
2021-07-02,05:29:00,4,106,69,12,12,13,103.75,15,200044286,14
2021-07-02,05:44:00,4,133,90,18,12,13,105.41,15,200044286,14
2021-07-02,05:59:00,4,169,113,23,21,12,106.82,15,200044286,14
2021-07-02,06:14:00,4,177,110,32,17,18,103.92,15,200044286,14
2021-07-02,06:29:00,4,326,214,54,30,28,104.68,15,200044286,14
2021-07-02,06:44:00,4,433,289,86,35,23,103.16,15,200044286,14
2021-07-02,06:59:00,4,565,368,117,57,23,103.05,15,200044286,14
2021-07-02,07:14:00,4,629,415,132,62,20,101.04,15,200044286,14
2021-07-02,07:29:00,4,803,551,173,57,22,93.50,15,200044286,14
2021-07-02,07:44:00,4,806,574,159,50,23,93.24,15,200044286,14
2021-07-02,07:59:00,4,756,503,177,54,22,97.39,15,200044286,14
2021-07-02,08:14:00,4,706,487,144,58,17,96.64,15,200044286,14
2021-07-02,08:29:00,4,707,474,133,64,36,95.45,15,200044286,14
2021-07-02,08:44:00,4,721,480,154,69,18,97.75,15,200044286,14
2021-07-02,08:59:00,4,588,389,111,64,24,98.98,14,200044286,14
2021-07-02,09:14:00,4,645,437,123,61,24,97.08,15,200044286,14
2021-07-02,09:29:00,4,649,447,113,74,15,96.77,15,200044286,14
2021-07-02,09:44:00,4,689,475,118,72,24,94.81,15,200044286,14
2021-07-02,09:59:00,4,602,398,121,65,18,97.11,15,200044286,14
2021-07-02,10:14:00,4,615,427,109,60,19,97.22,15,200044286,14
2021-07-02,10:29:00,4,644,454,115,55,20,95.62,15,200044286,14
2021-07-02,10:44:00,4,634,461,103,55,15,98.25,15,200044286,14
2021-07-02,10:59:00,4,653,441,131,58,23,96.80,15,200044286,14
2021-07-02,11:14:00,4,616,436,120,48,12,96.47,15,200044286,14
2021-07-02,11:29:00,4,666,472,107,64,23,97.24,15,200044286,14
2021-07-02,11:44:00,4,727,528,116,56,27,95.76,15,200044286,14
2021-07-02,11:59:00,4,674,485,106,61,22,94.14,15,200044286,14
2021-07-02,12:14:00,4,626,440,101,58,27,97.16,15,200044286,14
2021-07-02,12:29:00,4,775,556,144,59,16,94.08,15,200044286,14
2021-07-02,12:44:00,4,733,542,102,56,33,93.22,15,200044286,14
2021-07-02,12:59:00,4,781,564,123,71,23,93.32,15,200044286,14
2021-07-02,13:14:00,4,819,628,125,52,14,93.73,15,200044286,14
2021-07-02,13:29:00,4,845,628,149,53,15,91.36,15,200044286,14
2021-07-02,13:44:00,4,670,487,112,56,15,98.83,15,200044286,14
2021-07-02,13:59:00,4,671,513,105,39,14,97.26,15,200044286,14
