MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2019-08-01,00:14:00,9,82,54,15,4,9,104.60,15,200044286,10
2019-08-01,00:29:00,9,82,57,5,7,13,99.98,15,200044286,10
2019-08-01,00:44:00,9,73,46,17,4,6,99.31,15,200044286,10
2019-08-01,00:59:00,9,66,47,9,5,5,101.87,15,200044286,10
2019-08-01,01:14:00,9,46,28,6,8,4,99.95,15,200044286,10
2019-08-01,01:29:00,9,37,26,5,3,3,98.16,15,200044286,10
2019-08-01,01:44:00,9,52,33,4,8,7,102.05,15,200044286,10
2019-08-01,01:59:00,9,35,20,5,4,6,104.20,15,200044286,10
2019-08-01,02:14:00,9,29,17,3,2,7,95.77,15,200044286,10
2019-08-01,02:29:00,9,49,29,10,6,4,99.50,15,200044286,10
2019-08-01,02:44:00,9,39,24,6,4,5,103.69,15,200044286,10
2019-08-01,02:59:00,9,40,24,5,4,7,98.46,15,200044286,10
2019-08-01,03:14:00,9,38,23,5,3,7,104.70,15,200044286,10
2019-08-01,03:29:00,9,43,27,4,3,9,101.28,15,200044286,10
2019-08-01,03:44:00,9,54,35,5,5,9,99.22,15,200044286,10
2019-08-01,03:59:00,9,43,27,9,3,4,103.52,15,200044286,10
2019-08-01,04:14:00,9,46,32,7,1,6,99.38,15,200044286,10
2019-08-01,04:29:00,9,69,45,8,7,9,101.71,15,200044286,10
2019-08-01,04:44:00,9,92,57,14,12,9,100.80,15,200044286,10
2019-08-01,04:59:00,9,99,61,16,11,11,101.71,15,200044286,10
2019-08-01,05:14:00,9,116,77,13,9,17,102.09,15,200044286,10
2019-08-01,05:29:00,9,89,60,11,10,8,104.24,15,200044286,10
2019-08-01,05:44:00,9,166,97,25,20,24,101.43,15,200044286,10
2019-08-01,05:59:00,9,222,159,31,12,20,108.59,15,200044286,10
2019-08-01,06:14:00,9,243,166,31,27,19,103.88,15,200044286,10
2019-08-01,06:29:00,9,358,262,63,23,10,107.03,15,200044286,10
2019-08-01,06:44:00,9,529,394,80,36,19,104.96,15,200044286,10
2019-08-01,06:59:00,9,722,546,113,45,18,102.45,15,200044286,10
2019-08-01,07:14:00,9,773,571,131,49,22,97.19,15,200044286,10
2019-08-01,07:29:00,9,862,671,120,45,26,92.21,15,200044286,10
2019-08-01,07:44:00,9,930,722,131,56,21,89.07,15,200044286,10
2019-08-01,07:59:00,9,831,646,122,46,17,94.47,15,200044286,10
2019-08-01,08:14:00,9,855,666,114,49,26,90.47,15,200044286,10
2019-08-01,08:29:00,9,787,603,117,54,13,94.85,15,200044286,10
2019-08-01,08:44:00,9,720,545,112,47,16,95.55,15,200044286,10
2019-08-01,08:59:00,9,711,535,108,49,19,96.87,15,200044286,10
2019-08-01,09:14:00,9,617,458,98,42,19,98.10,15,200044286,10
2019-08-01,09:29:00,9,659,466,108,59,26,97.05,15,200044286,10
2019-08-01,09:44:00,9,686,524,97,48,17,96.52,15,200044286,10
2019-08-01,09:59:00,9,635,455,110,55,15,98.81,15,200044286,10
2019-08-01,10:14:00,9,602,444,91,43,24,99.67,15,200044286,10
