MIDAS ID, Legacy MIDAS ID, Site Name
452ACB1C0210454F9D0780DA73C6E79E,30028793,MIDAS site at M32/5060B priority 1 on link 200044286; GPS Ref: 362986;177624; Southbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2018-09-01,00:14:00,11,138,114,12,7,5,101.41,15,200044286,8
2018-09-01,00:29:00,11,141,109,20,6,6,103.53,15,200044286,8
2018-09-01,00:44:00,11,104,74,15,10,5,101.49,15,200044286,8
2018-09-01,00:59:00,11,102,73,13,9,7,98.83,15,200044286,8
2018-09-01,01:14:00,5,81,53,20,6,2,101.64,15,200044286,8
2018-09-01,01:29:00,5,81,55,14,7,5,101.56,15,200044286,8
2018-09-01,01:44:00,5,95,65,17,6,7,102.52,15,200044286,8
2018-09-01,01:59:00,5,91,69,12,2,8,104.94,15,200044286,8
2018-09-01,02:14:00,5,59,37,10,6,6,97.94,15,200044286,8
2018-09-01,02:29:00,5,83,65,10,5,3,100.53,15,200044286,8
2018-09-01,02:44:00,5,50,37,4,4,5,101.79,15,200044286,8
2018-09-01,02:59:00,5,69,51,12,1,5,104.00,15,200044286,8
2018-09-01,03:14:00,5,83,53,12,8,10,102.78,15,200044286,8
2018-09-01,03:29:00,5,63,44,11,1,7,94.83,15,200044286,8
2018-09-01,03:44:00,5,66,43,12,7,4,95.49,15,200044286,8
2018-09-01,03:59:00,5,75,55,14,4,2,100.38,15,200044286,8
2018-09-01,04:14:00,5,77,52,12,8,5,103.75,15,200044286,8
2018-09-01,04:29:00,5,59,43,10,3,3,102.28,15,200044286,8
2018-09-01,04:44:00,5,69,49,9,6,5,99.57,15,200044286,8
2018-09-01,04:59:00,5,71,47,13,2,9,101.15,15,200044286,8
2018-09-01,05:14:00,5,65,40,12,6,7,99.34,15,200044286,8
2018-09-01,05:29:00,5,75,45,8,16,6,100.02,15,200044286,8
2018-09-01,05:44:00,5,94,68,14,6,6,100.59,15,200044286,8
2018-09-01,05:59:00,5,96,69,10,8,9,102.02,15,200044286,8
2018-09-01,06:14:00,5,96,70,19,3,4,103.87,15,200044286,8
2018-09-01,06:29:00,5,134,96,15,14,9,105.30,15,200044286,8
2018-09-01,06:44:00,5,172,113,30,16,13,105.08,15,200044286,8
2018-09-01,06:59:00,5,201,139,29,18,15,105.71,15,200044286,8
2018-09-01,07:14:00,5,159,114,27,9,9,107.78,15,200044286,8
2018-09-01,07:29:00,5,209,144,34,21,10,106.19,15,200044286,8
2018-09-01,07:44:00,5,229,168,33,24,4,104.44,15,200044286,8
2018-09-01,07:59:00,5,272,198,48,21,5,107.82,15,200044286,8
2018-09-01,08:14:00,5,326,232,62,26,6,106.37,15,200044286,8
2018-09-01,08:29:00,5,360,274,58,19,9,104.66,15,200044286,8
2018-09-01,08:44:00,5,399,323,59,13,4,106.38,15,200044286,8
2018-09-01,08:59:00,5,398,313,57,20,8,104.21,15,200044286,8
2018-09-01,09:14:00,5,400,314,61,20,5,105.09,15,200044286,8
2018-09-01,09:29:00,5,489,397,64,21,7,101.15,15,200044286,8
2018-09-01,09:44:00,5,551,454,70,17,10,100.48,15,200044286,8
2018-09-01,09:59:00,5,581,474,79,21,7,99.80,15,200044286,8
2018-09-01,10:14:00,5,638,526,85,24,3,100.88,15,200044286,8
2018-09-01,10:29:00,5,574,476,65,20,13,101.41,15,200044286,8
2018-09-01,10:44:00,5,658,547,84,26,1,99.91,15,200044286,8
2018-09-01,10:59:00,5,678,574,81,15,8,98.92,15,200044286,8
2018-09-01,11:14:00,5,697,589,83,20,5,99.35,15,200044286,8
2018-09-01,11:29:00,5,659,546,89,13,11,100.55,15,200044286,8
2018-09-01,11:44:00,5,718,599,89,23,7,99.69,15,200044286,8
2018-09-01,11:59:00,5,728,626,80,15,7,100.51,15,200044286,8
2018-09-01,12:14:00,5,722,621,84,12,5,99.94,15,200044286,8
2018-09-01,12:29:00,5,730,620,90,13,7,99.14,15,200044286,8
2018-09-01,12:44:00,5,729,626,84,15,4,99.83,15,200044286,8
2018-09-01,12:59:00,5,674,590,56,19,9,96.68,15,200044286,8
2018-09-01,13:14:00,5,683,587,80,12,4,102.18,15,200044286,8
2018-09-01,13:29:00,5,663,576,71,12,4,101.45,15,200044286,8
2018-09-01,13:44:00,5,701,607,77,11,6,100.98,15,200044286,8
2018-09-01,13:59:00,5,673,570,81,16,6,99.05,15,200044286,8
2018-09-01,14:14:00,5,624,530,72,18,4,99.98,15,200044286,8
2018-09-01,14:29:00,5,662,564,82,12,4,100.69,15,200044286,8
2018-09-01,14:44:00,5,653,551,76,20,6,100.10,15,200044286,8
2018-09-01,14:59:00,5,600,499,75,17,9,101.28,15,200044286,8
2018-09-01,15:14:00,5,563,491,61,7,4,101.63,15,200044286,8
2018-09-01,15:29:00,5,543,466,64,7,6,100.54,15,200044286,8
2018-09-01,15:44:00,5,546,468,61,13,4,101.82,15,200044286,8
2018-09-01,15:59:00,5,551,473,59,14,5,102.79,15,200044286,8
2018-09-01,16:14:00,5,571,484,77,9,1,101.92,15,200044286,8
2018-09-01,16:29:00,5,567,495,53,12,7,97.80,15,200044286,8
2018-09-01,16:44:00,5,616,531,68,10,7,96.94,15,200044286,8
2018-09-01,16:59:00,5,568,488,58,13,9,102.20,15,200044286,8
2018-09-01,17:14:00,5,574,479,75,15,5,102.51,15,200044286,8
2018-09-01,17:29:00,5,591,507,71,11,2,102.82,15,200044286,8
2018-09-01,17:44:00,5,567,511,44,6,6,103.27,15,200044286,8
2018-09-01,17:59:00,5,562,467,78,10,7,103.20,15,200044286,8
2018-09-01,18:14:00,5,547,480,56,9,2,103.40,15,200044286,8
2018-09-01,18:29:00,5,549,471,64,7,7,102.90,15,200044286,8
2018-09-01,18:44:00,5,579,495,61,11,12,103.10,15,200044286,8
2018-09-01,18:59:00,5,536,447,67,11,11,103.51,15,200044286,8
2018-09-01,19:14:00,5,491,416,62,9,4,104.26,15,200044286,8
2018-09-01,19:29:00,5,467,387,60,10,10,104.60,15,200044286,8
2018-09-01,19:44:00,5,451,385,60,3,3,104.69,15,200044286,8
2018-09-01,19:59:00,5,425,357,57,5,6,103.88,15,200044286,8
2018-09-01,20:14:00,5,372,322,40,4,6,103.14,15,200044286,8
2018-09-01,20:29:00,5,380,321,40,10,9,99.43,15,200044286,8
2018-09-01,20:44:00,5,344,292,45,3,4,102.16,15,200044286,8
2018-09-01,20:59:00,5,275,224,36,11,4,102.09,15,200044286,8
2018-09-01,21:14:00,5,269,220,34,11,4,102.17,15,200044286,8
2018-09-01,21:29:00,5,279,242,27,6,4,102.38,15,200044286,8
2018-09-01,21:44:00,5,255,209,37,5,4,103.06,15,200044286,8
2018-09-01,21:59:00,5,259,226,28,2,3,101.76,15,200044286,8
2018-09-01,22:14:00,5,244,216,25,1,2,104.93,15,200044286,8
2018-09-01,22:29:00,5,242,207,29,1,5,103.44,15,200044286,8
2018-09-01,22:44:00,5,213,184,23,3,3,103.38,15,200044286,8
2018-09-01,22:59:00,5,226,194,26,6,0,103.78,15,200044286,8
2018-09-01,23:14:00,5,224,190,26,6,2,102.49,15,200044286,8
2018-09-01,23:29:00,5,197,159,31,3,4,102.46,15,200044286,8
2018-09-01,23:44:00,5,167,139,20,3,5,101.93,15,200044286,8
2018-09-01,23:59:00,5,169,141,23,3,2,104.25,15,200044286,8
2018-09-02,00:14:00,5,131,105,21,4,1,106.52,15,200044286,8
2018-09-02,00:29:00,5,158,115,30,5,8,102.59,15,200044286,8
2018-09-02,00:44:00,5,153,112,30,5,6,101.92,15,200044286,8
2018-09-02,00:59:00,5,112,82,25,2,3,102.64,15,200044286,8
2018-09-02,01:14:00,6,111,89,11,7,4,102.24,15,200044286,8
2018-09-02,01:29:00,6,118,88,23,4,3,102.26,15,200044286,8
2018-09-02,01:44:00,6,103,79,18,4,2,101.34,15,200044286,8
2018-09-02,01:59:00,6,88,71,12,0,5,101.53,15,200044286,8
2018-09-02,02:14:00,6,83,63,15,2,3,99.43,15,200044286,8
2018-09-02,02:29:00,6,70,50,11,5,4,100.91,15,200044286,8
2018-09-02,02:44:00,6,80,61,15,3,1,104.66,15,200044286,8
2018-09-02,02:59:00,6,84,67,12,2,3,101.90,15,200044286,8
2018-09-02,03:14:00,6,80,55,20,3,2,100.76,15,200044286,8
2018-09-02,03:29:00,6,83,59,16,2,6,103.18,15,200044286,8
2018-09-02,03:44:00,6,72,58,12,1,1,100.23,15,200044286,8
2018-09-02,03:59:00,6,61,47,10,3,1,102.97,15,200044286,8
2018-09-02,04:14:00,6,67,54,10,1,2,101.01,15,200044286,8
2018-09-02,04:29:00,6,71,54,12,4,1,101.33,15,200044286,8
2018-09-02,04:44:00,6,58,47,8,3,0,101.51,15,200044286,8
2018-09-02,04:59:00,6,50,41,6,1,2,100.44,15,200044286,8
2018-09-02,05:14:00,6,56,39,14,2,1,103.34,15,200044286,8
2018-09-02,05:29:00,6,46,30,10,3,3,105.80,15,200044286,8
2018-09-02,05:44:00,6,56,37,15,1,3,100.47,15,200044286,8
2018-09-02,05:59:00,6,54,39,6,5,4,101.67,15,200044286,8
2018-09-02,06:14:00,6,80,57,14,3,6,104.94,15,200044286,8
2018-09-02,06:29:00,6,63,42,6,10,5,102.70,15,200044286,8
2018-09-02,06:44:00,6,98,80,9,6,3,105.33,15,200044286,8
2018-09-02,06:59:00,6,117,94,12,3,8,106.10,15,200044286,8
